序号,MD5,名称,介绍,模型UID,模型参数及说明,是否有示例数据（资源）,display_name_en
1,6d5b39c521ff401cf5be921180e1c151,1978Texas冬小麦产量区域尺度的估计,,16488859-aaab-4b71-80b2-57bd214dffd5,"输入: a-回归系数(REAL), b-回归系数(REAL), c-回归系数(REAL), y-农业气象学模型的估计结果(REAL), I_green-MSS数据得到的绿度指数值(REAL) | 输出: double-小麦产量(REAL)",,1978 Texas Winter Wheat Yield Estimation
988,69617f9a63a4c1ce10f8b998ff052381,蒸发的Penman方程,,ade06acb-dab3-45ab-95e3-058f42e80ace,"输入: B163-枯枝落叶层表面的空气动力学导率(REAL), S1X25-枯枝落叶层温度处的水汽压(REAL), S1Z5Z3X25-枯枝落叶层露点处的水汽密度(REAL), B155-饱和空气的定压热容量(REAL), B154-饱和空气的密度(REAL), B159-单位转换因子(REAL), B157-水分汽化的潜热(REAL), B158-湿度计常数(REAL) | 输出: G14-枯枝落叶层的潜在蒸发率(REAL)",,Penman Equation For Evaporation
989,866ab9bdee9817998147f38b8f762a7e,蒸发通量,,5c14009d-f27a-4e08-8aa2-4fc470fdfce7,"输入: LEr-蒸发通量的参照值(REAL), asr-表面漫反射系数的参照值(REAL), Rs-入射太阳辐射(REAL), as-表面漫反射系数(REAL), sig-Stefan_Boltzmann常数(REAL), Eps-表面反射率(REAL), c-植被指数的函数(REAL), Ts-表面温度(REAL), Rho-空气密度(REAL), Cp-定压热容量(REAL), rah-热传导的体积阻力(REAL), Cr-植被指数函数的参照值(REAL), Tsr-表面温度的参照值(REAL), rahr-热传导的体积阻力的参照值(REAL) | 输出: LE-蒸发通量(REAL)",,Evaporation Flux
990,65bc37afa4d63a92ac43a430244f7cc9,蒸发量方程,,24a1c0ba-d483-4737-95fc-d0c8131adff3,"输入: Rni-等温净蒸发(REAL), p-空气的密度(REAL), cp-空气的热容量(REAL), D-水蒸气压力差(REAL), c-未知参数(REAL), re-热传导的有效阻力(REAL), del-相应于温度的饱和水蒸气压的微分(REAL), r_-湿度计的常数(REAL), rs-表面阻力(REAL), rh-空气动力学阻力(REAL) | 输出: double-蒸发量(REAL)",,Evaporation Equation
991,039905d68e6172ff053f3e9be71fabde,蒸腾强度模型,,331f2a3f-1649-46f6-aaab-a121e4e9f9cf,"输入: a1-t1时刻容器中水汽(REAL), a2-t2时刻容器中水汽(REAL), t1-时刻t1(REAL), t2-时刻t2(REAL), L-蒸腾仪叶夹面积(REAL) | 输出: double-蒸腾强度(REAL)",,Transpiration Intensity Model
992,2575f35deb12cf36cf4dc78300638afa,蒸腾系数与Iv直接关系式,,dc3937bb-aa7f-4676-bb99-6282b5316b69,"输入: Iv-植被指数(REAL), Ivmax-最大植被指数(REAL), Ivmin-最小植被指数(REAL), eta-eta(REAL) | 输出: Tc-蒸腾系数(REAL)",,The Direct Relationship Between Transpiration Coefficient And Iv
993,a9b45f247d9a5ca4e40dd24f6197d44e,蒸腾速率E模型,,b312e48c-78e3-4a1a-9a1d-128190a3f35b,"输入: rhoc-叶室中水汽密度(REAL), rhoa-干空气流的水汽密度(REAL), F-体系干空气流量(REAL), A-被测叶面积(REAL) | 输出: E-蒸腾速率(REAL)",,Transpiration Rate E Model
994,1b27fffec809dd556e29b815f7611361,薄云成像一般模型,,4dc8983c-5550-4784-b57a-2ea0621e646b,"输入: a-太阳光在大气传输过程中的衰减系数(REAL), L-太阳光强度(REAL), rxy-地面景物反射率(REAL), txy-云层的透射率(REAL) | 输出: double-扫描仪接收到的图像(REAL)",,General Model Of Thin Cloud Imaging
995,2fafbf4f61e52ae33de4fbe8270151c9,薄云成像简化模型,,d6f4faed-9887-4947-b6c1-e5033e5c1338,"输入: ixy-地面的反射完全相同，且为全反射时扫描仪上得到的图像(REAL), rxy-云层的透射率(REAL) | 输出: double-扫描仪接收到的图像(REAL)",,Simplified Model Of Thin Cloud Imaging
996,3d23c21c3e996a4f84ba4d199f53530a,藏系绵羊种群结构及其最优出栏方案模型--藏羊种群的性别年龄结构状态模型,,ababa333-d5ab-4d68-a611-fd50a9d00849,"输入: A-为状态转移矩阵(REAL), Nt-为整个羊群状态(REAL), BUt-为人为控制量(REAL) | 输出: Nt1-结果(REAL)",,Tibetan Sheep Population Structure And Its Optimal Slaughter Plan Model--Sex And Age Structure State Model Of Tibetan Sheep Population
997,353a938bdeaeb7842a1cbdd9a103d1d7,藏系绵羊种群结构及其最优出栏方案模型--计算最优藏羊种群结构及其出栏方案的模型,,8494d89c-b787-4911-9c7a-49e6e845d6d3,"输入: c-为第i组羊只的出栏收益的系数(REAL_ARRAY), d-为第i组羊只的存栏羊只带来的收益的系数(REAL_ARRAY), U-参数(REAL_ARRAY), N-参数(REAL_ARRAY), m-总的组数(INT) | 输出: MaxZ-结果(REAL)",,Tibetan Sheep Population Structure And Its Optimal Slaughter Plan Model - A Model For Calculating The Optimal Tibetan Sheep Population Structure And Its Slaughter Plan
998,b7cd000ca14f56a2b5179bc5e72bb873,蚜虫种群密度变化率,,09e51409-9b3c-4566-ac19-1e491df3a6fa,"输入: N-蚜虫种群密度(REAL), R-蚜虫内禀增长率(REAL), K-环境负荷量(REAL), w-由实验室功能反应结果用于田间实验时对捕食作用率的校正系数(REAL), d-考虑干扰反应后引起的校正系数(REAL), a-攻击率(REAL), Th-处理时间(REAL), P-捕食者密度(REAL), m-系数(REAL) | 输出: double-蚜虫种群密度变化率(REAL)",,Aphid Population Density Change Rate
999,0362c58292992bd2b2e90f67288d2719,行政资本计算公式,,7bf902f3-f12c-480e-a32f-ef95d8e41467,"输入: M-行政机关工资总额(REAL), S_c-城镇用地(REAL) | 输出: double-行政资本(REAL)",,Administrative Capital Calculation Formula
1000,fd1fa808667f462f853f167230008d8e,表现出单个叶片吸收和散射性质，以及呈现出各向同性散射性质的光厚介质特征的无限反射率,,9c707641-eedf-44cb-8590-c619cae5b290,输入: alpha-系数(REAL) | 输出: double-经验线性法反演地物反射率(REAL),,"Exhibits Single Blade Absorption And Scattering Properties, As Well As Infinite Reflectivity Characteristic Of Optically Thick Media Exhibiting Isotropic Scattering Properties"
1001,c1ad8e0462dc2d2460f47cd310561551,表现反射率图像获取-辐射能量模型,,6d739745-b764-4651-b593-9eb3ba449489,"输入: Lp-程辐射(REAL), Lg-地面反射辐射能量值(REAL), Tlamta-大气透过率(REAL) | 输出: double-辐射能量(REAL)",,Expressive Reflectance Image Acquisition - Radiant Energy Model
1002,ae0d0235de90acfce194836ead19a49d,表面双向反射率,,b41c8387-31c9-4474-bc89-d55e8a1134fb,"输入: K-AVHRR测量的漫反射率(REAL), M-Is中分子多重散射的比例(REAL), Q0-分子散射相关项的积分(REAL), Q1-气溶胶散射相关项的积分(REAL), phi0-分子散射的相函数(REAL), phi1-气溶胶散射的相函数(REAL), W-卫星天顶角(REAL), theta-太阳天顶角(REAL), m-从太阳到地面再到卫星的总的大气质量(REAL), tau-气溶胶垂直光学厚度(REAL) | 输出: R-表面双向反射率(REAL)",,Surface Bidirectional Reflectivity
1003,4d13275f3027cd51ac5f4ec5aec8ef40,表面反射因子表达式,,9bdbf521-7142-4e02-82bc-5f97187cfa42,"输入: Rhos-转换标准化辐射(REAL), tg-大气层的气体透射率(REAL), Rhoa-外大气层辐射标准化的路径辐射(REAL), T-大气层的双路径散射透射率(REAL), s-大气的球漫反射系数(REAL) | 输出: SurfaceRef-表面反射因子(REAL)",,Surface Reflection Factor Expression
1004,a99c209d5fbdf04e1c4c6827f5cc5774,表面粗糙度,,82f7bf04-803c-4e09-aaec-6ccf4927687d,"输入: r_-光滑地表的反射率(REAL), h-粗糙度参数(REAL), th-入射角(REAL) | 输出: double-表面粗糙度(REAL)",,Surface Roughness
1005,b0ddb3b562f65b43a37631e7d4e7fa54,被测量对象的高度,,bfc75524-0baa-426d-80dc-ce89799bf86e,"输入: H_h-在基线的两端上方的飞行高度(REAL), E-被测对象的基准与基线平均基准的海拔高度差值(REAL), Dp-被测对象的顶部与底部的绝对视差的差值(REAL), P-基线的绝对视差(REAL) | 输出: double-被测量对象的高度(REAL)",,The Height Of The Object Being Measured
1006,a1fc6bcaedc42df6243a6084507beb47,被灾指数,,483e8052-9673-48c0-8ad7-6a11ce1c35ab,"输入: n-某县域自然致灾因子数(INT), S-第i种致灾因子的面积比(REAL_ARRAY) | 输出: double-被灾指数(REAL)",,Disaster Index
1007,25e17ce98397711bbb8d581280e0df78,覆盖度损耗模型,,a0c68965-5ca4-4b89-be40-ac8a5144c130,"输入: C0-初始的覆盖度(REAL), alpha-常数，与现存的家畜的数目和覆盖度自然衰退速率有关(REAL), d-一个覆盖度变化的空间恒定塑速率(REAL), F-一个空间上的可变函数，描述了距水源距离不同条件下，覆盖度衰减的速率(REAL), t-时间(REAL) | 输出: Cxt-在时间t和与水源的距离为x的条件下，从一个初始的覆盖度C0发展到的一个剩余植被覆盖度(REAL)",,Coverage Loss Model
1008,0e82ea167dbb79abfcadc70619da0631,计算大气层顶部的太阳辐射,,4cce0ca5-5cf9-49c2-aa79-48dc94f432b5,"输入: I_0-太阳常数(REAL), R_1-矢径(REAL), Z-天顶角(REAL) | 输出: I_1-大气层顶部的太阳辐射(REAL)",,Calculate Solar Radiation At The Top Of The Atmosphere
1009,678d2e9b23727c1de8f9bd50c2573658,评估者的吻合度,,b5ff07d7-e291-4aa4-bdb3-8cc0ab309862,"输入: ymua-观测值(REAL), ymua_-模型的输出值(REAL) | 输出: emua-吻合度(REAL)",,Inter-Rater Agreement
1010,bf021c1255fae3ea0b4d40b28353b3de,调频三角波的频率,,1a99c4ec-eb93-409e-98aa-6a6218167f3b,"输入: C-电磁波传播速度(REAL), fi-中频频率(REAL), R-半径(INT), detaf-频率变化值(REAL) | 输出: double-调频三角波的频率(REAL)",,Frequency Of FM Triangular Wave
1011,dee49d4b917bcaa382b8d5f8949043da,谐波模型,,63a25acb-10d2-49f9-b2b4-e16f8fefc079,"输入: n-参数(INT), y-参数(REAL_ARRAY), k-相重叠的谐波数(INT), w-参数(REAL), t1-参数(REAL), t-参数(REAL_ARRAY) | 输出: yt-周期(REAL)",,Harmonic Model
1012,faeee328af223ef496fb09f6c2b1069d,谱分析模型,,973cef14-bb31-417c-bd4d-b26bc837740a,"输入: A0-周期变化的平均(REAL), A-各谐波的振幅，标志其所起作用大小(REAL_ARRAY), w-w[k]为谐波频率(REAL_ARRAY), sita-sita[k]为相角(REAL_ARRAY), t-表示t时刻(REAL), p-谐波数(INT) | 输出: Nt-t时刻种群大小(REAL)",,Spectral Analysis Model
1013,693b45b24e33a7a743fcdff9f6ae9519,费用计算公式,,6a4f63b8-8b2f-4232-a719-cfa5d5aa7e38,"输入: Psi-引江输水工程投资转换为固定资产的折算系数(REAL), A-引江输水工程投资(REAL), n1-工业净产值与总产值的比重(REAL), n2-工业固定资产与总产值的比重(REAL) | 输出: double-费用(REAL)",,Cost Calculation Formula
1014,8208f2dc72674ef3557ed2313d7f1bfb,资源开发竞争模型--种群方程,,53e55f73-c4c4-4352-8e3c-41b6713fac67,"输入: ai-输入参数(REAL), yj-参数(REAL), Bi-是密度依赖性损失参数(REAL), aij-表示资源竞争系数(REAL), yi-参数(REAL), i-参数(INT), j-参数(INT), t-参数(INT) | 输出: dyidt-种群(REAL)",,Resource Development Competition Model-Population Equation
1015,ed4f8da1881632d06dbf4371397e563e,资源开发竞争模型--资源动力学,,6a643ecf-2e28-49e4-ba72-80f64c6e1ca5,"输入: I-是R1的输入参数(REAL), R1-资源(REAL), f1-参数(REAL), f2-参数(REAL), x1-参数(REAL), x2-参数(REAL), k-是损失参数(REAL) | 输出: dRdt-结果(REAL)",,Resource Development Competition Model--Resource Dynamics
1016,14dc94ef3ad7079597f0ef6b3374b693,距离向匹配滤波函数模型,,a5bd6924-c772-4f86-be8b-4209b098294d,"输入: f0-载频(REAL), kr-调频斜率(REAL), Tw0-脉冲宽度(REAL), j-相应参数(REAL), t-相应参数(REAL) | 输出: double-距离向匹配滤波函数模型(REAL)",,Distance Matching Filter Function Model
1017,7fd775425d1f36ab05aebf39a540d295,距离最大的带你Gpsi到由Gpsi向缓和曲线作法线与曲线的交点Glambda的距离,,c2eb8ca4-3d62-4d06-933e-0a8270049c21,"输入: pointlambda-pointlambda(VECTOR2), point-point(VECTOR2), psi-psi(REAL), sigmapsi-sigmapsi(REAL) | 输出: double-距离最大的带你Gpsi到由Gpsi向缓和曲线作法线与曲线的交点Glambda的距离(REAL)",,The Largest Distance Takes You From Gpsi To The Intersection Point Glambda Of The Normal Line From Gpsi To The Transition Curve And The Curve
1018,86c5f5e0bf413d5dde380f54d364fd28,距离模糊度模型,,be7f0761-ca25-45fa-b29b-db6b80d8cf04,"输入: N-收到模糊回波噪声的次数(REAL), Saj-SAR在第j个距离门所接收到的模糊回波噪声(REAL_ARRAY), Sj-SAR在第j个距离门所接收到的期望回波信号的功率(REAL_ARRAY) | 输出: double-输出模型(REAL)",,Distance Ambiguity Model
1019,f8f157ce7cc2f221734a610efc47aff5,距离衰减模式,,a31e689e-f63c-4872-8680-218798bb3824,"输入: d_0-中心点所在区域的就业密度(REAL), b-参数(REAL), c-参数(REAL), x-距中心点的距离(REAL) | 输出: double-距中心点x处的街区办公就业密度(REAL)",,Distance Attenuation Mode
1020,bc296ac0fdf254cbb515403a996a72b7,距离衰减法则,,5e865fe7-6b6c-4ac6-8cc6-80d43f4eb86a,"输入: d0-中心人口密度(REAL), b-密度梯度(REAL), x-中心距离(REAL) | 输出: double-衰减距离(REAL)",,Distance Decay Law
1021,157b35b6d54471eeb63d22cb04b51c5a,辐射传输方程,,822373e3-5f89-497c-a0b2-5f046253a271,"输入: B-温度T、波数v时的普朗克函数(REAL), tao-压强P到观测器处P0之间的大气透过率(REAL), Ps-压强(REAL), P0-压强(REAL) | 输出: double-辐射度(REAL)",,Radiative Transfer Equation
1022,15e756aee88661bbddb45ba981d56942,辐射传输模型,,d55d9db2-ae00-4d9f-b403-571c64ca06b9,"输入: type-辐射传输模型类型(INT), S0-辐照在冠层上的辐射(REAL), th0-入射顶角(REAL), L_-向下的累积叶面积(REAL), G0-参数(REAL), I1-由于入射的直射辐照导致的冠层内的漫射辐照(REAL), I2-由于入射的漫射辐照导致的冠层内的漫射辐照(REAL) | 输出: double-辐射传输(REAL)",,Radiative Transfer Model
1023,c1c655d2211ff89205f2955c06c90dcc,辐射测量模型,,674c81c9-9e23-4945-b3e9-697dbed176c8,"输入: T-物理对象的温度(REAL), Tp-下标p表示偏振（p=h表示水平偏振，p=v表示垂直偏振）(REAL), Ts-天空的有效亮度温度(REAL) | 输出: double-近地观测中反射率(REAL)",,Radiation Measurement Model
1024,5d66b89df74de21bcf4f9e325df42c73,辽河三角洲湿地净化的空间模型--去除率,,91449bdd-b594-4dba-b837-35dc62df113a,"输入: waterQuantityPerDay-日水量负荷(REAL), nutrientdensity-养分浓度(REAL), reedArea-苇田面积(REAL), elementType-，P-磷(INT) | 输出: double-去除率(REAL)",,Spatial Model Of Liaohe Delta Wetland Purification-Removal Rate
1025,16466f264b3f08c3ddf75430a727a928,辽河三角洲湿地净化的空间模型--测量点处得磷浓度,,f3daef0d-721b-4756-b657-9380a90bb59c,"输入: C1-参数(REAL), C2-参数(REAL), C3-参数(REAL), C4-参数(REAL), Pinload-泵站处养分输入浓度(REAL), d-灌渠上距泵站与测量点的距离(REAL) | 输出: double-测量点处得磷浓度(REAL)",,Spatial Model Of Wetland Purification In The Liaohe Delta - Phosphorus Concentration At Measurement Points
1026,b9ae153960ef53aa4861e4ec7e9e8cec,近地面雪和冰的辐射系数,,26e92441-4c44-4daa-ab5b-f107e4915cd5,"输入: TB-微波亮度温度(REAL), TA-空气温度(REAL) | 输出: epsilon-近地面雪和冰的辐射系数(REAL)",,Radiation Coefficients Of Near-Surface Snow And Ice
1027,45b8a6fdd302f7803060b821d984f62e,近邻效应,,93469f30-7109-4e23-be24-7aa5cf351731,"输入: In-均一表面上的辐射(REAL), Iu-非均一表面上的辐射(REAL) | 输出: double-近邻(REAL)",,Neighbor Effect
1028,d6a8ef471090768e7a538f4476526050,进入树叶的路径总阻力,,b8bd0ccb-dcc1-4cb7-b5fb-8bb48042b23e,"输入: r_a-空气动力学阻力(REAL), r_b-树叶形状对阻力的影响(REAL), r_s-气孔阻力(REAL), r_c-表皮阻力(REAL) | 输出: r-路径总阻力(REAL)",,The Total Resistance Of The Path Into The Leaf
1029,d89006326adeae8447916c1c7809ba25,透射系数,,5cb82f8a-b1d4-4ee4-a077-233887ffb84a,"输入: tava-透射率(REAL), tav90-透射率(REAL), theta-盘的传输系数(REAL), nn-折射系数(REAL) | 输出: taoalpha-透射系数(REAL)",,Transmission Coefficient
1030,50b8578da40c04a6ecad9d49bed6381d,逻辑斯谛方程,,903fc544-3383-4a8d-9f66-96be6eb7711c,"输入: K-经验系数(REAL), a-半月平均气温(REAL), r-种群增长潜力指数(REAL), t-时间（单位为半月）(REAL) | 输出: double-生物量(REAL)",,Logistic Equation
1031,968130e7b9c86e7a5199df26acb03750,遥感技术的总效益,,9960987a-5a51-4e1d-aa9b-0dab07a7ae46,"输入: Ors-遥感技术的总产出(REAL), Irs-遥感技术的总投入(REAL) | 输出: double-总效益(REAL)",,Overall Benefits Of Remote Sensing Technology
1032,072c1ba0608dd42bc3365f767e87e042,遮蔽修正叶面营养效率函数,,851af231-12b2-46a4-9f3c-f264703af521,"输入: Fn[]-在树冠层中以1/4m为间距分层时第i层叶面营养称分量(REAL_ARRAY), Plsc[]-在第i层的光照水平相关的光合作用光照饱和曲线值(REAL_ARRAY), TNPPt-每年的总的净初级生产力(REAL), SCFNt-在时段t中修正叶营养含量(REAL), n-叶面层数(INT) | 输出: Gap-遮蔽修正叶面营养效率(REAL)",,Shading Corrected Leaf Nutritional Efficiency Function
1033,b7ebf8907dc190fc0113bbde7b8ddeba,遮蔽区域内任意点的方位角的计算,,6967d413-c18f-408f-a024-0dd9c0c138e5,"输入: Wd-点D的方位角(REAL), etai-参数(REAL), Wi-点i的方位角(REAL) | 输出: Wdi-遮蔽物i相对于任意点D的方位角(REAL)",,Calculation Of The Azimuth Angle Of Any Point Within The Shielded Area
1034,aa7f72385663fd613a045d04baf66af1,遮蔽区域内任意点的遮蔽角的计算公式,,4a4fc909-a8cb-4df9-808b-a2ccf05c19e8,"输入: Hi-参数(REAL), hA-参数(REAL), delteh-D点和主测点A地面的高度差(REAL), Yi-参数(REAL) | 输出: Lambda-遮蔽物i对D点的遮蔽角(REAL)",,Calculation Formula For The Occlusion Angle At Any Point Within The Occlusion Area
1035,ae8cb27cf0a1d5cff06f57d33b160a67,采伐后的成熟林蓄积量Y模型,,ce455711-90ff-4e56-9dbe-cbf40af8a619,"输入: X3-成熟林的蓄积量(REAL), MC-未知参数(REAL), YR-年均资源消耗递增率(REAL), t-时间(REAL) | 输出: double-采伐后的成熟林蓄积量(REAL)",,Mature Forest Volume Y Model After Harvesting
1036,44a127f2ecb32cd266f9c5a42f0698c0,采样后第i个像元的辐射灰度的追加值,,0634ec63-afdd-4fbd-accb-1a4e0b4fb497,"输入: K-调整系数(REAL), G0-统计的机下点的像元灰度值(REAL), i-第i个像元(INT), phi-瞬时视场角(REAL) | 输出: double-采样后第i个像元的辐射灰度的追加值(REAL)",,The Additional Value Of The Radiation Grayscale Of The I-Th Pixel After Sampling
1037,d8898e5421617a3223b9de278f9e1b78,重新标准化差异植被指数,,8809f498-d377-4f28-a879-b94ca39a543f,"输入: Rni-近红外波段的目标反射(REAL), Rvi-可见光波段的目标反射(REAL) | 输出: Irdv-重新标准化差异植被指数(REAL)",,Renormalized Difference Vegetation Index
1038,04b2d5b495057dd6ff598a66fa615e63,重要值IVk模型,,a0b85076-8ae8-40f6-bc92-03d4b4716497,"输入: Ck-第k种群在群落中的盖度(REAL), Fk-第k种群在群落中的频度(REAL), Hk-第k种群在群落中的平均高度(REAL), sumCi-该群落中所有s个种群盖度和(REAL), sumFi-该群落中所有s个种群盖度和(REAL), sumHi-该群落中所有s个种群盖度和(REAL) | 输出: IVk-群落第k种群的重要值(REAL)",,Important Value I Vk Model
1039,99335112706ff074f0969d1b5bf2718a,鉴别指数DI模型,,59787151-b7f4-4b34-9935-8e2d34009f7b,"输入: deltaRho-两种作物平均反射率的差(REAL), Tot-合并标准差(REAL), NN-测量总次数(REAL) | 输出: DI-鉴别指数(REAL)",,Discrimination Index DI Model
